"Date","Habitat","Transect","Quadrat","Site","photo_id","Acanthastrea","Acropora","Astrea","Astreopora","Crustose Coralline Algae / Bare Space","Cyphastrea","Fungiidae unidentified","Gardineroseris","Goniastrea","Herpolitha","Leptastrea","Leptoseris","Lobophyllia","Macroalgae","Millepora","Montipora","Non-coralline Crustose Algae","Pachyseris","Pavona","Plesiastrea","Pocillopora","Porites irregularis","Porites rus","Porites spp. Massive","Psammocora","Sand","Sandolitha","Soft Coral","Stylocoeniella","Tubastrea","Turf","Unknown or Other"
2024-04-03,"10m",2,6,"LTER_2","_LTR0628.jpg",0,0,0,0,2.105,0,0,0,0,0,0,0,0,11.579,3.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.632,0.526
2024-04-03,"10m",2,7,"LTER_2","_LTR0629.jpg",0,0,0,0,0.518,0,0,0,0,0,0,0,0,14.508,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.456,0
2024-04-03,"10m",2,8,"LTER_2","_LTR0630.jpg",0,0,0,0,4.615,0,0,0,0,0,0,0,0,31.795,0,0,1.026,0,0,0,0,0,0,0,0,0,0,0,0,0,62.564,0
2024-04-03,"10m",3,1,"LTER_2","_LTR0632.jpg",0,0,0.521,0,6.25,0,0,0,0,0,0,0,0,13.542,0,0,1.042,0,0,0,0,0,0,0,0,0,0,0,0,0,78.646,0
2024-04-03,"10m",3,2,"LTER_2","_LTR0633.jpg",0,0,0,0,3.109,0,0,0,0,0,0,0,0,40.415,0,0,4.663,0,0,0,0,0,0,0,0,0,0,0,0,0,51.813,0
2024-04-03,"10m",3,3,"LTER_2","_LTR0634.jpg",0,0,0,0,11.64,0,0,0,0,0,0,0,0,21.164,0,0,1.587,0,0,0,0,0,0,0,0,0,0,0,0,0,65.608,0
2024-04-03,"10m",3,4,"LTER_2","_LTR0635.jpg",0,0,0,0,4.278,0,0,0,0,0,0,0,0,16.578,0,0,3.743,0,0,0,0,0,0,0,0,0,0,0,0,0,74.866,0.535
2024-04-03,"10m",3,5,"LTER_2","_LTR0636.jpg",0,0,0,0,9.091,0,0,0,0,0,0,0,0,28.788,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,59.091,0
2024-04-03,"10m",3,6,"LTER_2","_LTR0637.jpg",0,0,0,0,5.699,0,0,0,0,0,0,0,0,13.99,0,0,3.109,0,0,0,0,0,0,0,0,0,0,0,0,0,77.202,0
2024-04-03,"10m",3,7,"LTER_2","_LTR0638.jpg",0,0,0,0,4.737,0,0,0,0,0,0,0,0,26.316,0,0,1.579,0,0,0,3.158,0,0,1.579,0,0.526,0,0,0,0,62.105,0
2024-04-03,"10m",3,8,"LTER_2","_LTR0639.jpg",0,0,0,0,7.179,0,0,0,0,0,0,0,0,21.026,0,0,0.513,0,0,0,4.615,0,0,0.513,0,0,0,0,0,0,66.154,0
2024-04-03,"10m",4,1,"LTER_2","_LTR0641.jpg",0,0,0,0,8.586,0,0,0,0,0,0,0,0,27.778,0,0,0.505,0,0,0,0,0,0,0,0,0,0,0,0,0,63.131,0
2024-04-03,"10m",4,2,"LTER_2","_LTR0642.jpg",0,0,0,0,7.692,0,0,0,0,0,0,0,0,16.41,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,72.308,0
2024-04-03,"10m",4,3,"LTER_2","_LTR0643.jpg",0,0,0,0,4.082,0,0,0,0,0,0,0,0,20.918,0,0,1.531,0,0,0,0,0,0,0,0,0,0,0,0,0,73.469,0
2024-04-03,"10m",4,4,"LTER_2","_LTR0644.jpg",0,0,0,0,8.673,0,0,0,0,0,0,0,0,13.776,0,0,1.531,0,0,0,8.163,0,0,0,0,1.531,0,0,0,0,66.327,0
2024-04-03,"10m",4,5,"LTER_2","_LTR0645.jpg",0,0,0,0,5.128,0,0,0,0,0,0,0,0,25.128,0,0,4.103,0,0,0,0,0,0,1.026,0,0,0,0,0,0,64.615,0
2024-04-03,"10m",4,6,"LTER_2","_LTR0646.jpg",0,0,0,0,7.447,0,0,0,0,0,0,0,0,20.745,0,0,1.596,0,0,0,0,0,0,0.532,0,0,0,0,0,0,67.021,2.66
2024-04-03,"10m",4,7,"LTER_2","_LTR0647.jpg",0,0,0,0,9.948,0,0,0,0,0,0,0,0,21.466,0,0,1.047,0,0,0,9.948,0,0,0,0,0,0,0,0,0,57.592,0
2024-04-03,"10m",5,1,"LTER_2","_LTR0649.jpg",0,0,0,0,5.155,0,0,0,0,0,0,0,0,18.557,0,0,0.515,0,0,0,0,0,0,1.031,0,0,0,0,0,0,72.68,2.062
2024-04-03,"10m",5,2,"LTER_2","_LTR0650.jpg",0,0,0,0,4.592,0,0,0,0,0,0,0,0,20.918,0,0,1.531,0,0,0,0,0,0,0,0,0,0,0,0,0,72.959,0
2024-04-03,"10m",5,3,"LTER_2","_LTR0651.jpg",0,0,0,0,3.684,0,0,0,0,0,0,0,0,18.947,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,75.263,1.053
2024-04-03,"10m",5,4,"LTER_2","_LTR0652.jpg",0,0,0,0,5.67,0,0,0,0,0,0,0,0,17.526,0,0,1.546,0,0,0,0,0,0,0,0,0,0,0,0,0,75.258,0
2024-04-03,"10m",5,5,"LTER_2","_LTR0653.jpg",0,0,0,0,6.771,0,0,0,0,0,0,0,0,35.417,0,0,2.604,0,0,0,0,0,0,0,0,0,0,0,0,0,55.208,0
2024-04-03,"10m",5,6,"LTER_2","_LTR0654.jpg",0,0,0,0,2.577,0,0,0,0,0,0,0,0,15.979,0,0,0.515,0,0,0,0,0,0,0,0,2.062,0,0,0,0,78.866,0
2024-04-03,"10m",5,7,"LTER_2","_LTR0655.jpg",0,0,0,0,5.051,0,0,0,0,0,0,0,0,23.232,1.01,0,1.515,0,0,0,2.02,0,0,1.01,0,1.515,0,0,0,0,64.646,0
2024-04-03,"10m",5,8,"LTER_2","_LTR0656.jpg",0,0,0,0,2.03,0,0,0,0,0,0,0,0,17.766,0.508,0,1.015,0,0,0,0,0,0,0.508,0,0,0,0,0,0,78.173,0
